"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:52 GMT 2023","2272","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota monitoring mode should have limits created in onboarded namespaces",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:52 GMT 2023","2637","","Worker Suite","","Worker Suite","","[It] Slice tests slice rbac Should apply role and rolebinding to every appns if got '*'",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","322","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota monitoring mode should have Ephemeral requests storage usage in sliceResourceQuota Requests Usage",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","132","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota monitoring mode NamespaceResourceQuota under slicequota should have requests usage for namespaces updates",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","374","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should create CPU/Mem/Ephemeral limits/requests in limits in cluster2's app namespace-2",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:10:34 GMT 2023","164732","","Worker Suite","","Worker Suite","","[It] Slice tests slice rbac should have gateway pod running",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","525","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should not create CPU limits in rq in cluster 1's app namespace-2",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","389","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should not create Ephemeral Storage limits in limits in cluster1's app namespace-1",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:51 GMT 2023","1889","","Worker Suite","","Worker Suite","","[It] Slice tests slice rbac Should update the rbac resources if change detected in slicerb and sliceroletemplate",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","262","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should not create Memory limits in rq in cluster 1's app namespace-3",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","369","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota monitoring mode should have CPU usage in sliceResourceQuota Limits Usage",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","364","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota monitoring mode should have Memory usage in sliceResourceQuota Limits Usage",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","258","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should not create Ephemeral storage limits in cluster 1's rq in app namespace-1",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","254","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should create Ephemeral storage limits in rq in cluster 1's app namespace-3",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","368","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should create CPU limits/requests in limits in cluster1's app namespace-1",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","320","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should create only CPU limits in rq in cluster 1's app namespace-1",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","259","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should not create Memory limits in limits in cluster1's app namespace-1",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","731","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should create resource quota in application namespaces",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:57 GMT 2023","7802","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota monitoring mode should have application namespaces",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:12:45 GMT 2023","295569","","Worker Suite","","Worker Suite","","[BeforeSuite]",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:09:04 GMT 2023","74123","","Worker Suite","","Worker Suite","","[It] Resource Quota tests iperf connectivity Verify Iperf traffic",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","340","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should create Memory limits in limits in cluster1's app namespace-2",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:07:50 GMT 2023","390","","Worker Suite","","Worker Suite","","[It] Resource Quota tests slice resource quota enforcement mode should not create Ephemeral Storage limits in limits in cluster1's app namespace-2",""
"passed","Thu Jan 19 08:07:50 GMT 2023","Thu Jan 19 08:12:00 GMT 2023","250610","","Worker Suite","","Worker Suite","","[It] Resource Quota tests iperf connectivity Verify Connectivity between iperf-server and iperf-client",""
